SampleYear,Site,DepthZone,Species,SpeciesGroupF,Latitude,Longitude,Density_m2,,,
2020,Abalone Cove Kelp West,Inner,Leptogorgia alba,gorgonians,33.73942,-118.38814,0,,,
2020,Abalone Cove Kelp West,Inner,Leptogorgia chilensis,gorgonians,33.73942,-118.38814,0,,,
2020,Abalone Cove Kelp West,Inner,Muricea californica,gorgonians,33.73942,-118.38814,0.008333333,,,
2020,Abalone Cove Kelp West,Inner,Muricea fruticosa,gorgonians,33.73942,-118.38814,0,,,
2020,Abalone Cove Kelp West,Middle,Eugorgia rubens,gorgonians,33.739,-118.38758,0,,,
2020,Abalone Cove Kelp West,Middle,Leptogorgia alba,gorgonians,33.739,-118.38758,0,,,
2020,Abalone Cove Kelp West,Middle,Leptogorgia chilensis,gorgonians,33.739,-118.38758,0,,,
2020,Abalone Cove Kelp West,Middle,Muricea californica,gorgonians,33.739,-118.38758,0.125,,,
2020,Abalone Cove Kelp West,Middle,Muricea fruticosa,gorgonians,33.739,-118.38758,0.008333333,,,
2020,Abalone Cove Kelp West,Outer,Eugorgia rubens,gorgonians,33.73779,-118.3865,0,,,
2020,Abalone Cove Kelp West,Outer,Leptogorgia alba,gorgonians,33.73779,-118.3865,0,,,
2020,Abalone Cove Kelp West,Outer,Leptogorgia chilensis,gorgonians,33.73779,-118.3865,0.358333333,,,
2020,Abalone Cove Kelp West,Outer,Muricea californica,gorgonians,33.73779,-118.3865,0.35,,,
2020,Abalone Cove Kelp West,Outer,Muricea fruticosa,gorgonians,33.73779,-118.3865,0.008333333,,,
2020,Portuguese Point,Inner,Eugorgia rubens,gorgonians,33.73711,-118.37718,0,,,
2020,Portuguese Point,Inner,Leptogorgia alba,gorgonians,33.73711,-118.37718,0,,,
2020,Portuguese Point,Inner,Leptogorgia chilensis,gorgonians,33.73711,-118.37718,0,,,
2020,Portuguese Point,Inner,Muricea californica,gorgonians,33.73711,-118.37718,0,,,
2020,Portuguese Point,Inner,Muricea fruticosa,gorgonians,33.73711,-118.37718,0,,,
2020,Portuguese Point,Middle,Eugorgia rubens,gorgonians,33.73664,-118.37632,0,,,
2020,Portuguese Point,Middle,Leptogorgia alba,gorgonians,33.73664,-118.37632,0,,,
2020,Portuguese Point,Middle,Leptogorgia chilensis,gorgonians,33.73664,-118.37632,0,,,
2020,Portuguese Point,Middle,Muricea californica,gorgonians,33.73664,-118.37632,0.475,,,
2020,Portuguese Point,Middle,Muricea fruticosa,gorgonians,33.73664,-118.37632,0.083333333,,,
2020,Portuguese Point,Outer,Eugorgia rubens,gorgonians,33.73542,-118.37528,0.008333333,,,
2020,Portuguese Point,Outer,Leptogorgia alba,gorgonians,33.73542,-118.37528,0,,,
2020,Portuguese Point,Outer,Leptogorgia chilensis,gorgonians,33.73542,-118.37528,0.533333333,,,
2020,Portuguese Point,Outer,Muricea californica,gorgonians,33.73542,-118.37528,1.783333333,,,
2020,Portuguese Point,Outer,Muricea fruticosa,gorgonians,33.73542,-118.37528,0.1,,,
2020,Portuguese Bend,Inner,Eugorgia rubens,gorgonians,33.72827,-118.35692,0,,,
2020,Portuguese Bend,Inner,Leptogorgia alba,gorgonians,33.72827,-118.35692,0,,,
2020,Portuguese Bend,Inner,Leptogorgia chilensis,gorgonians,33.72827,-118.35692,0,,,
2020,Portuguese Bend,Inner,Muricea californica,gorgonians,33.72827,-118.35692,0,,,
2020,Portuguese Bend,Inner,Muricea fruticosa,gorgonians,33.72827,-118.35692,0,,,
2020,Portuguese Bend,Middle,Eugorgia rubens,gorgonians,33.7281,-118.35735,0,,,
2020,Portuguese Bend,Middle,Leptogorgia alba,gorgonians,33.7281,-118.35735,0,,,
2020,Portuguese Bend,Middle,Leptogorgia chilensis,gorgonians,33.7281,-118.35735,0,,,
2020,Portuguese Bend,Middle,Muricea californica,gorgonians,33.7281,-118.35735,0.008333333,,,
2020,Portuguese Bend,Middle,Muricea fruticosa,gorgonians,33.7281,-118.35735,0,,,
2020,Portuguese Bend,Outer,Eugorgia rubens,gorgonians,33.72744,-118.35767,0,,,
2020,Portuguese Bend,Outer,Leptogorgia alba,gorgonians,33.72744,-118.35767,0,,,
2020,Portuguese Bend,Outer,Leptogorgia chilensis,gorgonians,33.72744,-118.35767,0,,,
2020,Portuguese Bend,Outer,Muricea californica,gorgonians,33.72744,-118.35767,0.025,,,
2020,Portuguese Bend,Outer,Muricea fruticosa,gorgonians,33.72744,-118.35767,0.008333333,,,
2020,Portuguese Bend,Deep,Eugorgia rubens,gorgonians,33.72611,-118.35827,0.075,,,
2020,Portuguese Bend,Deep,Leptogorgia alba,gorgonians,33.72611,-118.35827,0.008333333,,,
2020,Portuguese Bend,Deep,Leptogorgia chilensis,gorgonians,33.72611,-118.35827,0.175,,,
2020,Portuguese Bend,Deep,Muricea californica,gorgonians,33.72611,-118.35827,0.833333333,,,
2020,Portuguese Bend,Deep,Muricea fruticosa,gorgonians,33.72611,-118.35827,0.041666667,,,
2020,Bunker Point,Inner,Eugorgia rubens,gorgonians,33.72563,-118.35286,0,,,
2020,Bunker Point,Inner,Leptogorgia alba,gorgonians,33.72563,-118.35286,0,,,
2020,Bunker Point,Inner,Leptogorgia chilensis,gorgonians,33.72563,-118.35286,0,,,
2020,Bunker Point,Inner,Muricea californica,gorgonians,33.72563,-118.35286,0,,,
2020,Bunker Point,Inner,Muricea fruticosa,gorgonians,33.72563,-118.35286,0,,,
2020,Bunker Point,Middle,Eugorgia rubens,gorgonians,33.72529,-118.3536,0,,,
2020,Bunker Point,Middle,Leptogorgia alba,gorgonians,33.72529,-118.3536,0,,,
2020,Bunker Point,Middle,Leptogorgia chilensis,gorgonians,33.72529,-118.3536,0,,,
2020,Bunker Point,Middle,Muricea californica,gorgonians,33.72529,-118.3536,0.025,,,
2020,Bunker Point,Middle,Muricea fruticosa,gorgonians,33.72529,-118.3536,0,,,
2020,Bunker Point,Outer,Eugorgia rubens,gorgonians,33.72491,-118.35365,0,,,
2020,Bunker Point,Outer,Leptogorgia alba,gorgonians,33.72491,-118.35365,0,,,
2020,Bunker Point,Outer,Leptogorgia chilensis,gorgonians,33.72491,-118.35365,0,,,
2020,Bunker Point,Outer,Muricea californica,gorgonians,33.72491,-118.35365,0.05,,,
2020,Bunker Point,Outer,Muricea fruticosa,gorgonians,33.72491,-118.35365,0,,,
2020,Bunker Point,Deep,Eugorgia rubens,gorgonians,33.7243,-118.35386,0.241666667,,,
2020,Bunker Point,Deep,Leptogorgia alba,gorgonians,33.7243,-118.35386,0,,,
2020,Bunker Point,Deep,Leptogorgia chilensis,gorgonians,33.7243,-118.35386,0.158333333,,,
2020,Bunker Point,Deep,Muricea californica,gorgonians,33.7243,-118.35386,0.916666667,,,
2020,Bunker Point,Deep,Muricea fruticosa,gorgonians,33.7243,-118.35386,0.091666667,,,
2020,Burial Grounds,Inner,Eugorgia rubens,gorgonians,33.72541,-118.34695,0,,,
2020,Burial Grounds,Inner,Leptogorgia alba,gorgonians,33.72541,-118.34695,0,,,
2020,Burial Grounds,Inner,Leptogorgia chilensis,gorgonians,33.72541,-118.34695,0,,,
2020,Burial Grounds,Inner,Muricea californica,gorgonians,33.72541,-118.34695,0,,,
2020,Burial Grounds,Inner,Muricea fruticosa,gorgonians,33.72541,-118.34695,0,,,
2020,Burial Grounds,Middle,Eugorgia rubens,gorgonians,33.72437,-118.34743,0,,,
2020,Burial Grounds,Middle,Leptogorgia alba,gorgonians,33.72437,-118.34743,0,,,
2020,Burial Grounds,Middle,Leptogorgia chilensis,gorgonians,33.72437,-118.34743,0,,,
2020,Burial Grounds,Middle,Muricea californica,gorgonians,33.72437,-118.34743,0,,,
2020,Burial Grounds,Middle,Muricea fruticosa,gorgonians,33.72437,-118.34743,0,,,
2020,Burial Grounds,Outer,Eugorgia rubens,gorgonians,33.72333,-118.34777,0,,,
2020,Burial Grounds,Outer,Leptogorgia alba,gorgonians,33.72333,-118.34777,0,,,
2020,Burial Grounds,Outer,Leptogorgia chilensis,gorgonians,33.72333,-118.34777,0,,,
2020,Burial Grounds,Outer,Muricea californica,gorgonians,33.72333,-118.34777,0.016666667,,,
2020,Burial Grounds,Outer,Muricea fruticosa,gorgonians,33.72333,-118.34777,0,,,
2020,Burial Grounds,Deep,Eugorgia rubens,gorgonians,33.72206,-118.34868,0.041666667,,,
2020,Burial Grounds,Deep,Leptogorgia alba,gorgonians,33.72206,-118.34868,0,,,
2020,Burial Grounds,Deep,Leptogorgia chilensis,gorgonians,33.72206,-118.34868,0.091666667,,,
2020,Burial Grounds,Deep,Muricea californica,gorgonians,33.72206,-118.34868,0.358333333,,,
2020,Burial Grounds,Deep,Muricea fruticosa,gorgonians,33.72206,-118.34868,0.041666667,,,
2020,Old 18th,Inner,Eugorgia rubens,gorgonians,33.72405,-118.3431,0,,,
2020,Old 18th,Inner,Leptogorgia alba,gorgonians,33.72405,-118.3431,0,,,
2020,Old 18th,Inner,Leptogorgia chilensis,gorgonians,33.72405,-118.3431,0,,,
2020,Old 18th,Inner,Muricea californica,gorgonians,33.72405,-118.3431,0,,,
2020,Old 18th,Inner,Muricea fruticosa,gorgonians,33.72405,-118.3431,0.075,,,
2020,Old 18th,Middle,Eugorgia rubens,gorgonians,33.72309,-118.34377,0,,,
2020,Old 18th,Middle,Leptogorgia alba,gorgonians,33.72309,-118.34377,0,,,
2020,Old 18th,Middle,Leptogorgia chilensis,gorgonians,33.72309,-118.34377,0,,,
2020,Old 18th,Middle,Muricea californica,gorgonians,33.72309,-118.34377,0.008333333,,,
2020,Old 18th,Middle,Muricea fruticosa,gorgonians,33.72309,-118.34377,0,,,
2020,Old 18th,Outer,Eugorgia rubens,gorgonians,33.7221,-118.34451,0,,,
2020,Old 18th,Outer,Leptogorgia alba,gorgonians,33.7221,-118.34451,0,,,
2020,Old 18th,Outer,Leptogorgia chilensis,gorgonians,33.7221,-118.34451,0,,,
2020,Old 18th,Outer,Muricea californica,gorgonians,33.7221,-118.34451,0.091666667,,,
2020,Old 18th,Outer,Muricea fruticosa,gorgonians,33.7221,-118.34451,0,,,
2020,Old 18th,Deep,Eugorgia rubens,gorgonians,33.72096,-118.34545,0,,,
2020,Old 18th,Deep,Leptogorgia alba,gorgonians,33.72096,-118.34545,0,,,
2020,Old 18th,Deep,Leptogorgia chilensis,gorgonians,33.72096,-118.34545,0.016666667,,,
2020,Old 18th,Deep,Muricea californica,gorgonians,33.72096,-118.34545,0.058333333,,,
2020,Old 18th,Deep,Muricea fruticosa,gorgonians,33.72096,-118.34545,0,,,
2020,Cape Point,Inner,Eugorgia rubens,gorgonians,33.72256,-118.33942,0,,,
2020,Cape Point,Inner,Leptogorgia alba,gorgonians,33.72256,-118.33942,0,,,
2020,Cape Point,Inner,Leptogorgia chilensis,gorgonians,33.72256,-118.33942,0,,,
2020,Cape Point,Inner,Muricea californica,gorgonians,33.72256,-118.33942,0,,,
2020,Cape Point,Inner,Muricea fruticosa,gorgonians,33.72256,-118.33942,0,,,
2020,Cape Point,Middle,Eugorgia rubens,gorgonians,33.72164,-118.34029,0,,,
2020,Cape Point,Middle,Leptogorgia alba,gorgonians,33.72164,-118.34029,0,,,
2020,Cape Point,Middle,Leptogorgia chilensis,gorgonians,33.72164,-118.34029,0,,,
2020,Cape Point,Middle,Muricea californica,gorgonians,33.72164,-118.34029,0,,,
2020,Cape Point,Middle,Muricea fruticosa,gorgonians,33.72164,-118.34029,0,,,
2020,Cape Point,Outer,Eugorgia rubens,gorgonians,33.72008,-118.34068,0,,,
2020,Cape Point,Outer,Leptogorgia alba,gorgonians,33.72008,-118.34068,0,,,
2020,Cape Point,Outer,Leptogorgia chilensis,gorgonians,33.72008,-118.34068,0,,,
2020,Cape Point,Outer,Muricea californica,gorgonians,33.72008,-118.34068,0.075,,,
2020,Cape Point,Outer,Muricea fruticosa,gorgonians,33.72008,-118.34068,0,,,
2020,Cape Point,Deep,Eugorgia rubens,gorgonians,33.71822,-118.34137,0.033333333,,,
2020,Cape Point,Deep,Leptogorgia alba,gorgonians,33.71822,-118.34137,0,,,
2020,Cape Point,Deep,Leptogorgia chilensis,gorgonians,33.71822,-118.34137,0.108333333,,,
2020,Cape Point,Deep,Muricea californica,gorgonians,33.71822,-118.34137,0.258333333,,,
2020,Cape Point,Deep,Muricea fruticosa,gorgonians,33.71822,-118.34137,0.033333333,,,
2020,KOU Rock,Inner,Eugorgia rubens,gorgonians,33.7213,-118.33694,0,,,
2020,KOU Rock,Inner,Leptogorgia alba,gorgonians,33.7213,-118.33694,0,,,
2020,KOU Rock,Inner,Leptogorgia chilensis,gorgonians,33.7213,-118.33694,0,,,
2020,KOU Rock,Inner,Muricea californica,gorgonians,33.7213,-118.33694,0,,,
2020,KOU Rock,Inner,Muricea fruticosa,gorgonians,33.7213,-118.33694,0,,,
2020,KOU Rock,Middle,Eugorgia rubens,gorgonians,33.7205,-118.33742,0,,,
2020,KOU Rock,Middle,Leptogorgia alba,gorgonians,33.7205,-118.33742,0,,,
2020,KOU Rock,Middle,Leptogorgia chilensis,gorgonians,33.7205,-118.33742,0,,,
2020,KOU Rock,Middle,Muricea californica,gorgonians,33.7205,-118.33742,0,,,
2020,KOU Rock,Middle,Muricea fruticosa,gorgonians,33.7205,-118.33742,0,,,
2020,KOU Rock,Outer,Eugorgia rubens,gorgonians,33.71771,-118.33913,0,,,
2020,KOU Rock,Outer,Leptogorgia alba,gorgonians,33.71771,-118.33913,0,,,
2020,KOU Rock,Outer,Leptogorgia chilensis,gorgonians,33.71771,-118.33913,0.025,,,
2020,KOU Rock,Outer,Muricea californica,gorgonians,33.71771,-118.33913,0.266666667,,,
2020,KOU Rock,Outer,Muricea fruticosa,gorgonians,33.71771,-118.33913,0.025,,,
2020,KOU Rock,Deep,Eugorgia rubens,gorgonians,33.7172,-118.33928,0.075,,,
2020,KOU Rock,Deep,Leptogorgia alba,gorgonians,33.7172,-118.33928,0,,,
2020,KOU Rock,Deep,Leptogorgia chilensis,gorgonians,33.7172,-118.33928,0.05,,,
2020,KOU Rock,Deep,Muricea californica,gorgonians,33.7172,-118.33928,0.333333333,,,
2020,KOU Rock,Deep,Muricea fruticosa,gorgonians,33.7172,-118.33928,0.033333333,,,
2020,3 Palms West,Inner,Eugorgia rubens,gorgonians,33.72066,-118.33399,0,,,
2020,3 Palms West,Inner,Leptogorgia alba,gorgonians,33.72066,-118.33399,0,,,
2020,3 Palms West,Inner,Leptogorgia chilensis,gorgonians,33.72066,-118.33399,0,,,
2020,3 Palms West,Inner,Muricea californica,gorgonians,33.72066,-118.33399,0,,,
2020,3 Palms West,Inner,Muricea fruticosa,gorgonians,33.72066,-118.33399,0,,,
2020,3 Palms West,Middle,Eugorgia rubens,gorgonians,33.71948,-118.3349,0,,,
2020,3 Palms West,Middle,Leptogorgia alba,gorgonians,33.71948,-118.3349,0,,,
2020,3 Palms West,Middle,Leptogorgia chilensis,gorgonians,33.71948,-118.3349,0,,,
2020,3 Palms West,Middle,Muricea californica,gorgonians,33.71948,-118.3349,0,,,
2020,3 Palms West,Middle,Muricea fruticosa,gorgonians,33.71948,-118.3349,0,,,
2020,3 Palms West,Outer,Eugorgia rubens,gorgonians,33.71802,-118.33533,0,,,
2020,3 Palms West,Outer,Leptogorgia alba,gorgonians,33.71802,-118.33533,0,,,
2020,3 Palms West,Outer,Leptogorgia chilensis,gorgonians,33.71802,-118.33533,0,,,
2020,3 Palms West,Outer,Muricea californica,gorgonians,33.71802,-118.33533,0,,,
2020,3 Palms West,Outer,Muricea fruticosa,gorgonians,33.71802,-118.33533,0,,,
2020,3 Palms West,Deep,Eugorgia rubens,gorgonians,33.71594,-118.33688,0,,,
2020,3 Palms West,Deep,Leptogorgia alba,gorgonians,33.71594,-118.33688,0,,,
2020,3 Palms West,Deep,Leptogorgia chilensis,gorgonians,33.71594,-118.33688,0.1,,,
2020,3 Palms West,Deep,Muricea californica,gorgonians,33.71594,-118.33688,0.333333333,,,
2020,3 Palms West,Deep,Muricea fruticosa,gorgonians,33.71594,-118.33688,0,,,
2020,3 Palms East,Inner,Eugorgia rubens,gorgonians,33.719,-118.3318,0,,,
2020,3 Palms East,Inner,Leptogorgia alba,gorgonians,33.719,-118.3318,0,,,
2020,3 Palms East,Inner,Leptogorgia chilensis,gorgonians,33.719,-118.3318,0,,,
2020,3 Palms East,Inner,Muricea californica,gorgonians,33.719,-118.3318,0,,,
2020,3 Palms East,Inner,Muricea fruticosa,gorgonians,33.719,-118.3318,0,,,
2020,3 Palms East,Middle,Eugorgia rubens,gorgonians,33.71801,-118.3315,0,,,
2020,3 Palms East,Middle,Leptogorgia alba,gorgonians,33.71801,-118.3315,0,,,
2020,3 Palms East,Middle,Leptogorgia chilensis,gorgonians,33.71801,-118.3315,0,,,
2020,3 Palms East,Middle,Muricea californica,gorgonians,33.71801,-118.3315,0,,,
2020,3 Palms East,Middle,Muricea fruticosa,gorgonians,33.71801,-118.3315,0,,,
2020,3 Palms East,Outer,Eugorgia rubens,gorgonians,33.71668,-118.33309,0,,,
2020,3 Palms East,Outer,Leptogorgia alba,gorgonians,33.71668,-118.33309,0,,,
2020,3 Palms East,Outer,Leptogorgia chilensis,gorgonians,33.71668,-118.33309,0,,,
2020,3 Palms East,Outer,Muricea californica,gorgonians,33.71668,-118.33309,0.05,,,
2020,3 Palms East,Outer,Muricea fruticosa,gorgonians,33.71668,-118.33309,0,,,
2020,3 Palms East,Deep,Eugorgia rubens,gorgonians,33.7142,-118.33394,0.016666667,,,
2020,3 Palms East,Deep,Leptogorgia alba,gorgonians,33.7142,-118.33394,0,,,
2020,3 Palms East,Deep,Leptogorgia chilensis,gorgonians,33.7142,-118.33394,0.083333333,,,
2020,3 Palms East,Deep,Muricea californica,gorgonians,33.7142,-118.33394,0.341666667,,,
2020,3 Palms East,Deep,Muricea fruticosa,gorgonians,33.7142,-118.33394,0.025,,,
2020,Whites Point,Inner,Eugorgia rubens,gorgonians,33.71674,-118.32509,0,,,
2020,Whites Point,Inner,Leptogorgia alba,gorgonians,33.71674,-118.32509,0,,,
2020,Whites Point,Inner,Leptogorgia chilensis,gorgonians,33.71674,-118.32509,0,,,
2020,Whites Point,Inner,Muricea californica,gorgonians,33.71674,-118.32509,0.008333333,,,
2020,Whites Point,Inner,Muricea fruticosa,gorgonians,33.71674,-118.32509,0.008333333,,,
2020,Whites Point,Middle,Eugorgia rubens,gorgonians,33.71506,-118.32398,0,,,
2020,Whites Point,Middle,Leptogorgia alba,gorgonians,33.71506,-118.32398,0,,,
2020,Whites Point,Middle,Leptogorgia chilensis,gorgonians,33.71506,-118.32398,0,,,
2020,Whites Point,Middle,Muricea californica,gorgonians,33.71506,-118.32398,0.125,,,
2020,Whites Point,Middle,Muricea fruticosa,gorgonians,33.71506,-118.32398,0.008333333,,,
2020,Whites Point,Outer,Eugorgia rubens,gorgonians,33.71446,-118.3254,0,,,
2020,Whites Point,Outer,Leptogorgia alba,gorgonians,33.71446,-118.3254,0,,,
2020,Whites Point,Outer,Leptogorgia chilensis,gorgonians,33.71446,-118.3254,0,,,
2020,Whites Point,Outer,Muricea californica,gorgonians,33.71446,-118.3254,0.991666667,,,
2020,Whites Point,Outer,Muricea fruticosa,gorgonians,33.71446,-118.3254,0.141666667,,,
2020,Cairns,Inner,Eugorgia rubens,gorgonians,33.7111,-118.3088,0,,,
2020,Cairns,Inner,Leptogorgia alba,gorgonians,33.7111,-118.3088,0,,,
2020,Cairns,Inner,Leptogorgia chilensis,gorgonians,33.7111,-118.3088,0,,,
2020,Cairns,Inner,Muricea californica,gorgonians,33.7111,-118.3088,0,,,
2020,Cairns,Inner,Muricea fruticosa,gorgonians,33.7111,-118.3088,0,,,
2020,Cairns,Middle,Eugorgia rubens,gorgonians,33.70944,-118.30898,0,,,
2020,Cairns,Middle,Leptogorgia alba,gorgonians,33.70944,-118.30898,0,,,
2020,Cairns,Middle,Leptogorgia chilensis,gorgonians,33.70944,-118.30898,0,,,
2020,Cairns,Middle,Muricea californica,gorgonians,33.70944,-118.30898,0,,,
2020,Cairns,Middle,Muricea fruticosa,gorgonians,33.70944,-118.30898,0,,,
2020,Cairns,Outer,Eugorgia rubens,gorgonians,33.70753,-118.30995,0,,,
2020,Cairns,Outer,Leptogorgia alba,gorgonians,33.70753,-118.30995,0,,,
2020,Cairns,Outer,Leptogorgia chilensis,gorgonians,33.70753,-118.30995,0.083333333,,,
2020,Cairns,Outer,Muricea californica,gorgonians,33.70753,-118.30995,0.816666667,,,
2020,Cairns,Outer,Muricea fruticosa,gorgonians,33.70753,-118.30995,0.15,,,
2020,Point Fermin,Inner,Eugorgia rubens,gorgonians,33.70764,-118.29862,0,,,
2020,Point Fermin,Inner,Leptogorgia alba,gorgonians,33.70764,-118.29862,0,,,
2020,Point Fermin,Inner,Leptogorgia chilensis,gorgonians,33.70764,-118.29862,0,,,
2020,Point Fermin,Inner,Muricea californica,gorgonians,33.70764,-118.29862,0.008333333,,,
2020,Point Fermin,Inner,Muricea fruticosa,gorgonians,33.70764,-118.29862,0,,,
2020,Point Fermin,Middle,Eugorgia rubens,gorgonians,33.70645,-118.29944,0,,,
2020,Point Fermin,Middle,Leptogorgia alba,gorgonians,33.70645,-118.29944,0,,,
2020,Point Fermin,Middle,Leptogorgia chilensis,gorgonians,33.70645,-118.29944,0,,,
2020,Point Fermin,Middle,Muricea californica,gorgonians,33.70645,-118.29944,0.391666667,,,
2020,Point Fermin,Middle,Muricea fruticosa,gorgonians,33.70645,-118.29944,0.025,,,
2020,Point Fermin,Outer,Eugorgia rubens,gorgonians,33.70563,-118.2998,0,,,
2020,Point Fermin,Outer,Leptogorgia alba,gorgonians,33.70563,-118.2998,0,,,
2020,Point Fermin,Outer,Leptogorgia chilensis,gorgonians,33.70563,-118.2998,0.008333333,,,
2020,Point Fermin,Outer,Muricea californica,gorgonians,33.70563,-118.2998,0.725,,,
2020,Point Fermin,Outer,Muricea fruticosa,gorgonians,33.70563,-118.2998,0.133333333,,,
2020,Crystal Cove,Inner,Eugorgia rubens,gorgonians,33.56374,-117.83598,0,,,
2020,Crystal Cove,Inner,Leptogorgia alba,gorgonians,33.56374,-117.83598,0,,,
2020,Crystal Cove,Inner,Leptogorgia chilensis,gorgonians,33.56374,-117.83598,0,,,
2020,Crystal Cove,Inner,Muricea californica,gorgonians,33.56374,-117.83598,0,,,
2020,Crystal Cove,Inner,Muricea fruticosa,gorgonians,33.56374,-117.83598,0,,,
2020,Crystal Cove,Middle,Eugorgia rubens,gorgonians,33.56391,-117.83614,0,,,
2020,Crystal Cove,Middle,Leptogorgia alba,gorgonians,33.56391,-117.83614,0,,,
2020,Crystal Cove,Middle,Leptogorgia chilensis,gorgonians,33.56391,-117.83614,0,,,
2020,Crystal Cove,Middle,Muricea californica,gorgonians,33.56391,-117.83614,0.191666667,,,
2020,Crystal Cove,Middle,Muricea fruticosa,gorgonians,33.56391,-117.83614,0.008333333,,,
2020,Crystal Cove,Outer,Eugorgia rubens,gorgonians,33.56365,-117.83806,0,,,
2020,Crystal Cove,Outer,Leptogorgia alba,gorgonians,33.56365,-117.83806,0,,,
2020,Crystal Cove,Outer,Leptogorgia chilensis,gorgonians,33.56365,-117.83806,0.016666667,,,
2020,Crystal Cove,Outer,Muricea californica,gorgonians,33.56365,-117.83806,0.041666667,,,
2020,Crystal Cove,Outer,Muricea fruticosa,gorgonians,33.56365,-117.83806,0.15,,,
2020,Heisler Park,Inner,Eugorgia rubens,gorgonians,33.54181,-117.79185,0,,,
2020,Heisler Park,Inner,Leptogorgia alba,gorgonians,33.54181,-117.79185,0,,,
2020,Heisler Park,Inner,Leptogorgia chilensis,gorgonians,33.54181,-117.79185,0,,,
2020,Heisler Park,Inner,Muricea californica,gorgonians,33.54181,-117.79185,0,,,
2020,Heisler Park,Inner,Muricea fruticosa,gorgonians,33.54181,-117.79185,0,,,
2020,Heisler Park,Middle,Eugorgia rubens,gorgonians,33.54066,-117.79258,0,,,
2020,Heisler Park,Middle,Leptogorgia alba,gorgonians,33.54066,-117.79258,0,,,
2020,Heisler Park,Middle,Leptogorgia chilensis,gorgonians,33.54066,-117.79258,0,,,
2020,Heisler Park,Middle,Muricea californica,gorgonians,33.54066,-117.79258,0.025,,,
2020,Heisler Park,Middle,Muricea fruticosa,gorgonians,33.54066,-117.79258,0,,,
2020,Heisler Park,Outer,Eugorgia rubens,gorgonians,33.53973,-117.79276,0,,,
2020,Heisler Park,Outer,Leptogorgia alba,gorgonians,33.53973,-117.79276,0,,,
2020,Heisler Park,Outer,Leptogorgia chilensis,gorgonians,33.53973,-117.79276,0.033333333,,,
2020,Heisler Park,Outer,Muricea californica,gorgonians,33.53973,-117.79276,0.583333333,,,
2020,Heisler Park,Outer,Muricea fruticosa,gorgonians,33.53973,-117.79276,0.258333333,,,
2020,Laguna Beach,Inner,Eugorgia rubens,gorgonians,33.53145,-117.77945,0,,,
2020,Laguna Beach,Inner,Leptogorgia alba,gorgonians,33.53145,-117.77945,0,,,
2020,Laguna Beach,Inner,Leptogorgia chilensis,gorgonians,33.53145,-117.77945,0,,,
2020,Laguna Beach,Inner,Muricea californica,gorgonians,33.53145,-117.77945,0,,,
2020,Laguna Beach,Inner,Muricea fruticosa,gorgonians,33.53145,-117.77945,0,,,
2020,Laguna Beach,Middle,Eugorgia rubens,gorgonians,33.53115,-117.78048,0,,,
2020,Laguna Beach,Middle,Leptogorgia alba,gorgonians,33.53115,-117.78048,0,,,
2020,Laguna Beach,Middle,Leptogorgia chilensis,gorgonians,33.53115,-117.78048,0,,,
2020,Laguna Beach,Middle,Muricea californica,gorgonians,33.53115,-117.78048,0.233333333,,,
2020,Laguna Beach,Middle,Muricea fruticosa,gorgonians,33.53115,-117.78048,0.025,,,
2020,Laguna Beach,Outer,Eugorgia rubens,gorgonians,33.53045,-117.78102,0,,,
2020,Laguna Beach,Outer,Leptogorgia alba,gorgonians,33.53045,-117.78102,0,,,
2020,Laguna Beach,Outer,Leptogorgia chilensis,gorgonians,33.53045,-117.78102,0.016666667,,,
2020,Laguna Beach,Outer,Muricea californica,gorgonians,33.53045,-117.78102,0.183333333,,,
2020,Laguna Beach,Outer,Muricea fruticosa,gorgonians,33.53045,-117.78102,0.091666667,,,
2020,Dana Point,Inner,Eugorgia rubens,gorgonians,33.47363,-117.72401,0,,,
2020,Dana Point,Inner,Leptogorgia alba,gorgonians,33.47363,-117.72401,0,,,
2020,Dana Point,Inner,Leptogorgia chilensis,gorgonians,33.47363,-117.72401,0,,,
2020,Dana Point,Inner,Muricea californica,gorgonians,33.47363,-117.72401,0.05,,,
2020,Dana Point,Inner,Muricea fruticosa,gorgonians,33.47363,-117.72401,0,,,
2020,Dana Point,Middle,Eugorgia rubens,gorgonians,33.47061,-117.72318,0,,,
2020,Dana Point,Middle,Leptogorgia alba,gorgonians,33.47061,-117.72318,0,,,
2020,Dana Point,Middle,Leptogorgia chilensis,gorgonians,33.47061,-117.72318,0,,,
2020,Dana Point,Middle,Muricea californica,gorgonians,33.47061,-117.72318,0,,,
2020,Dana Point,Middle,Muricea fruticosa,gorgonians,33.47061,-117.72318,0,,,
2020,Dana Point,Outer,Eugorgia rubens,gorgonians,33.46847,-117.7254,0,,,
2020,Dana Point,Outer,Leptogorgia alba,gorgonians,33.46847,-117.7254,0,,,
2020,Dana Point,Outer,Leptogorgia chilensis,gorgonians,33.46847,-117.7254,0,,,
2020,Dana Point,Outer,Muricea californica,gorgonians,33.46847,-117.7254,0.208333333,,,
2020,Dana Point,Outer,Muricea fruticosa,gorgonians,33.46847,-117.7254,0.016666667,,,
2020,Leucadia,Inner,Eugorgia rubens,gorgonians,33.06413,-117.30906,0,,,
2020,Leucadia,Inner,Leptogorgia alba,gorgonians,33.06413,-117.30906,0,,,
